c_alfabeta,principio_activo,marca_comercial,presentacion,laboratorio,potencia,potencia_medida,unidades_presentacion,pactivo_concentracion,periodo,copago
30967,risperidona,DOZIC,3 mg comp.ran.x 20,Raffo,"3,0",mg,20,"risperidona_3,0_mg_20",202504,13168.72
30980,metformina,DBI AP METFORMINA,850 mg comp.rec.x 60,Montpellier,"850,0",mg,60,"metformina_850,0_mg_60",202504,0.0
30993,sildenafil,MAGNUS,50 mg comp.rec.x 20,Sidus,"50,0",mg,20,"sildenafil_50,0_mg_20",202504,24094.95
30996,"glucosamina,potásica",GLUCO ARRUMALON,1500 mg gran.sobres x 30,Siegfried,"1500,0",mg,30,"glucosamina,potásica_1500,0_mg_30",202504,13144.78
30997,glucosamina,GLUCO ARRUMALON,400 mg iny.a.x 6+6,Siegfried,"400,0",mg,6,"glucosamina_400,0_mg_6",202504,4045.45
30998,glucosamina,GLUCO ARRUMALON,400 mg iny.a.x 12+12,Siegfried,"400,0",mg,12,"glucosamina_400,0_mg_12",202504,7708.45
30999,venlafaxina,SESAREN,25 mg comp.x 30,Roemmers,"25,0",mg,30,"venlafaxina_25,0_mg_30",202504,3232.48
31000,venlafaxina,SESAREN,50 mg comp.x 30,Roemmers,"50,0",mg,30,"venlafaxina_50,0_mg_30",202504,5625.5
31001,venlafaxina,SESAREN,75 mg comp.x 30,Roemmers,"75,0",mg,30,"venlafaxina_75,0_mg_30",202504,7945.93
31002,venlafaxina,SESAREN XR,75 mg cáps.x 15,Roemmers,"75,0",mg,15,"venlafaxina_75,0_mg_15",202504,5482.82
31003,venlafaxina,SESAREN XR,150 mg cáps.x 15,Roemmers,"150,0",mg,15,"venlafaxina_150,0_mg_15",202504,6615.53
31004,losartán,LOSACOR,100 mg comp.rec.x 30,Roemmers,"100,0",mg,30,"losartán_100,0_mg_30",202504,5211.14
31012,losartán,TEMISARTAN,50 mg comp.x 30,Temis-Lostal¿,"50,0",mg,30,"losartán_50,0_mg_30",202504,3956.3
31019,fluconazol,FLUCOLAF,50 mg comp.x 3,Lafedar,"50,0",mg,3,"fluconazol_50,0_mg_3",202504,1398.89
31020,fluconazol,FLUCOLAF,50 mg comp.x 9,Lafedar,"50,0",mg,9,"fluconazol_50,0_mg_9",202504,3842.82
31021,fluconazol,FLUCOLAF,100 mg comp.x 9,Lafedar,"100,0",mg,9,"fluconazol_100,0_mg_9",202504,8157.6
31022,fluconazol,FLUCOLAF,150 mg comp.x 1,Lafedar,"150,0",mg,1,"fluconazol_150,0_mg_1",202504,2895.39
31023,fluconazol,FLUCOLAF,150 mg comp.x 2,Lafedar,"150,0",mg,2,"fluconazol_150,0_mg_2",202504,5474.85
31024,fluconazol,FLUCOLAF,150 mg comp.x 4,Lafedar,"150,0",mg,4,"fluconazol_150,0_mg_4",202504,9208.64
31033,budesonide+formoterol,NEUMOTEROL 200,cáps.x 60 s/aplicador,Elea,"206,0",mcg,60,"budesonide+formoterol_206,0_mcg_60",202504,23726.22
31034,budesonide+formoterol,NEUMOTEROL 200,cáps.x 120 s/aplicador,Elea,"206,0",mcg,120,"budesonide+formoterol_206,0_mcg_120",202504,34176.79
31049,tiras reactivas,SURE STEP PLUS,tiras reactivas x 50,Johnson & Johns,,No Clasificada,50,tiras reactivas_No Clasificada_50,202504,0.0
31052,vit.+minerales,SUPRADYN PRONATAL,comp.laq.x 90,Bayer Consumer,,No Clasificada,90,vit.+minerales_No Clasificada_90,202504,36157.81
31060,finasteride,DARIC,comp.x 30,PharmaDorf,"5,0",mg,30,"finasteride_5,0_mg_30",202504,891.99
31061,clonazepam,EDICTUM 2 MG,comp.x 30,PharmaDorf,"2,0",mg,30,"clonazepam_2,0_mg_30",202504,1450.02
31064,clonazepam,EDICTUM 0.5 MG,comp.x 30,PharmaDorf,"0,5",mg,30,"clonazepam_0,5_mg_30",202504,3224.31
31104,"litio,carbonato",CEGLUTION 300,tab.x 20,Ariston,"300,0",mg,20,"litio,carbonato_300,0_mg_20",202504,3098.78
31112,ketoconazol+hidrocort.+gentamic.,LINFOL DERMICO,cr.x 20 g,Omega,,No Clasificada,1,ketoconazol+hidrocort.+gentamic._No Clasificada_1,202504,776.72
31119,sulfadiazina de plata+asoc.,SULFADIAZINA DE PLATA A RICHET,cr.dérm.x 400 g,Richet,"6960,0",mg,1,"sulfadiazina de plata+asoc._6960,0_mg_1",202504,3468.1
31120,sulfadiazina de plata+asoc.,SULFADIAZINA DE PLATA A RICHET,1% cr.dérm.x 30 g,Richet,"522,0",mg,1,"sulfadiazina de plata+asoc._522,0_mg_1",202504,192.57
31160,hialuronato sódico,DROPSTAR,colirio x 10 ml,Poen,"40,0",mg,1,"hialuronato sódico_40,0_mg_1",202504,7342.16
31161,latanoprost+timolol,LOUTEN T,colirio x 2.5 ml,Poen,"12,6",mg,1,"latanoprost+timolol_12,6_mg_1",202504,12528.4
31185,lidocaína+hidrocortisona,XILOCLER,pda.rectal x 15 g,Monserrat,"787,5",mg,1,"lidocaína+hidrocortisona_787,5_mg_1",202504,3366.1
31188,metformina,ISLOTIN RETARD,850 mg comp.rec.AP x 100,Craveri,"850,0",mg,100,"metformina_850,0_mg_100",202504,0.0
31189,brimonidina,ALPHAGAN P,sol.oft.x 5 ml,Abbvie Allergan,"7,5",mg,1,"brimonidina_7,5_mg_1",202504,10441.38
31252,amlodipina,AMLOTENS,5 mg comp.x 30,Klonal,"5,0",mg,30,"amlodipina_5,0_mg_30",202504,3308.29
31253,amlodipina,AMLOTENS,10 mg comp.x 30,Klonal,"10,0",mg,30,"amlodipina_10,0_mg_30",202504,6235.21
31254,betametasona (acet.y fosf.disod),BETASONE G RETARD,a.x 1,Klonal,,No Clasificada,1,betametasona (acet.y fosf.disod)_No Clasificada_1,202504,4465.08
31257,enalapril,NALAPRIL,10 mg comp.x 30,Klonal,"10,0",mg,30,"enalapril_10,0_mg_30",202504,1206.1
31260,fluconazol,KLONARIZOL,150 mg comp.x 2,Klonal,"150,0",mg,2,"fluconazol_150,0_mg_2",202504,3556.67
31282,latanoprost,GLAUCOSTAT,50mcg/ml sol.oft.x 2.5ml,Max Vision,"125,0",mcg,1,"latanoprost_125,0_mcg_1",202504,5934.43
31283,losartán+hidroclorotiazida,COZAAREX D,50/12.5 mg comp.x 30,Organon Arg.,"62,5",mg,30,"losartán+hidroclorotiazida_62,5_mg_30",202504,11420.48
31286,terazosina,FOSFOMIK,2 mg comp.ran.x 30,Finadiet,"2,0",mg,30,"terazosina_2,0_mg_30",202504,6105.38
31287,terazosina,FOSFOMIK,5 mg comp.birran.x 30,Finadiet,"5,0",mg,30,"terazosina_5,0_mg_30",202504,7340.58
31292,atorvastatín,LIPIBEC,40 mg comp.rec.x 30,Teva Argentina,"40,0",mg,30,"atorvastatín_40,0_mg_30",202504,10676.85
31293,diosmina+hesperidina micronizada,DAFLON 500,500 mg comp.x 60,Servier,"500,0",mg,60,"diosmina+hesperidina micronizada_500,0_mg_60",202504,49160.48
31296,carvedilol,FILTEN,6.25 mg comp.ran.x 28,Gador,"6,3",mg,28,"carvedilol_6,3_mg_28",202504,1642.88
31297,carvedilol,FILTEN,12.5 mg comp.ran.x 28,Gador,"12,5",mg,28,"carvedilol_12,5_mg_28",202504,2017.16
31298,carvedilol,FILTEN,25 mg comp.ran.x 28,Gador,"25,0",mg,28,"carvedilol_25,0_mg_28",202504,2264.57
31308,losartán,COZAAREX,100 mg comp.x 30,Organon Arg.,"100,0",mg,30,"losartán_100,0_mg_30",202504,8199.01
31309,"fólico,ác.",EGESTAN FOLICO,1 mg comp.x 30,Elea,"1,0",mg,30,"fólico,ác._1,0_mg_30",202504,3034.52
31310,"fólico,ác.",EGESTAN FOLICO,1 mg comp.x 60,Elea,"1,0",mg,60,"fólico,ác._1,0_mg_60",202504,4701.81
31311,"fólico,ác.",EGESTAN FOLICO,5 mg comp.x 30,Elea,"5,0",mg,30,"fólico,ác._5,0_mg_30",202504,3838.72
31312,"fólico,ác.",EGESTAN FOLICO,5 mg comp.x 60,Elea,"5,0",mg,60,"fólico,ác._5,0_mg_60",202504,6421.17
31337,candesartán+hidroclorotiazida,DACTEN D,comp.x 15,Elea,"28,5",mg,15,"candesartán+hidroclorotiazida_28,5_mg_15",202504,11729.1
31338,candesartán+hidroclorotiazida,DACTEN D,comp.x 30,Elea,"28,5",mg,30,"candesartán+hidroclorotiazida_28,5_mg_30",202504,24054.75
31358,metadona,GOBBIDONA,5 mg tab.x 25,Gobbi,"5,0",mg,25,"metadona_5,0_mg_25",202504,8195.93
31359,metadona,GOBBIDONA,10 mg tab.x 25,Gobbi,"10,0",mg,25,"metadona_10,0_mg_25",202504,14144.03
31360,metadona,GOBBIDONA,40 mg tab.x 25,Gobbi,"40,0",mg,25,"metadona_40,0_mg_25",202504,31102.55
31364,carvedilol,ISOBLOC,6.25 mg comp.x 30,Casasco,"6,3",mg,30,"carvedilol_6,3_mg_30",202504,2736.47
31365,carvedilol,ISOBLOC,12.5 mg comp.x 30,Casasco,"12,5",mg,30,"carvedilol_12,5_mg_30",202504,4561.29
31366,carvedilol,ISOBLOC,25 mg comp.x 30,Casasco,"25,0",mg,30,"carvedilol_25,0_mg_30",202504,5467.76
31463,budesonide+formoterol,SYMBICORT-M TURBUHALER,80/4.5 mcg dosis x 120,AstraZeneca,"84,5",mcg,120,"budesonide+formoterol_84,5_mcg_120",202504,24137.94
31469,losartán,NITEN 100,comp.rec.x 30,Teva Argentina,"100,0",mg,30,"losartán_100,0_mg_30",202504,5412.87
31470,betahistina,RONISTINA,8 mg comp.x 30,Rontag,"8,0",mg,30,"betahistina_8,0_mg_30",202504,5652.71
31471,betahistina,RONISTINA,8 mg comp.x 60,Rontag,"8,0",mg,60,"betahistina_8,0_mg_60",202504,9100.11
31486,alprazolam,TRANQUINAL 0.5,0.5 mg comp.x 30,Bag¿,"0,5",mg,30,"alprazolam_0,5_mg_30",202504,2106.05
31489,alprazolam,TRANQUINAL 1,1 mg comp.x 30,Bag¿,"1,0",mg,30,"alprazolam_1,0_mg_30",202504,3518.9
31490,alprazolam,TRANQUINAL 2,2 mg comp.x 30,Bag¿,"2,0",mg,30,"alprazolam_2,0_mg_30",202504,5143.06
31492,venlafaxina,ELAFAX XR,75 mg comp.x 28,Gador,"75,0",mg,28,"venlafaxina_75,0_mg_28",202504,11297.58
31493,venlafaxina,ELAFAX XR,150 mg comp.x 28,Gador,"150,0",mg,28,"venlafaxina_150,0_mg_28",202504,15192.4
31494,rabeprazol,RABEC,10 mg comp.x 14,Elea,"10,0",mg,14,"rabeprazol_10,0_mg_14",202504,7620.19
31500,diclofenac dietilamina,DICLOGESIC GEL,pomo x 50 g,Trb-Pharma,"500,0",mg,1,"diclofenac dietilamina_500,0_mg_1",202504,4890.0
31501,metformina,GLUCOPHAGE,1000 mg comp.x 30,Elea,"1000,0",mg,30,"metformina_1000,0_mg_30",202504,0.0
31502,metformina,GLUCOPHAGE,1000 mg comp.x 60,Elea,"1000,0",mg,60,"metformina_1000,0_mg_60",202504,0.0
31503,metformina+glibenclamida,GLUCOVANCE,500 mg/5 mg comp.x 60,Elea,"505,0",mg,60,"metformina+glibenclamida_505,0_mg_60",202504,2644.76
31516,enalapril,ENATRAL 10 MG,10 mg comp.x 30,Lepetit,"10,0",mg,30,"enalapril_10,0_mg_30",202504,678.67
31519,fluconazol,DAMICOL,150 mg caps.x 1,Biol,"150,0",mg,1,"fluconazol_150,0_mg_1",202504,29.9
31520,fluconazol,DAMICOL,150 mg caps.x 2,Biol,"150,0",mg,2,"fluconazol_150,0_mg_2",202504,322.99
31524,"sodio,cloruro",RELENTE,sol.oft.x 10 ml,Klonal,"90,0",mg,1,"sodio,cloruro_90,0_mg_1",202504,2472.0
31528,metformina,ISLOTIN 1000,1000 mg comp.rec.x 100,Craveri,"1000,0",mg,100,"metformina_1000,0_mg_100",202504,0.0
31551,lactobacilos,LACTINEX,óv.x 6,Omega,,No Clasificada,6,lactobacilos_No Clasificada_6,202504,2307.19
31552,lactobacilos,LACTINEX,óv.x 12,Omega,,No Clasificada,12,lactobacilos_No Clasificada_12,202504,3419.65
31565,betametasona+gentamic.+miconazol,FACTOR DERMICO,pomo x 10 g,Casasco,"220,0",mg,1,"betametasona+gentamic.+miconazol_220,0_mg_1",202504,3759.28
31574,cistina+asoc.,CISTINA B6,shamp.x 150 ml,Savant Consumer,"550,0",mg,1,"cistina+asoc._550,0_mg_1",202504,11446.19
31575,minociclina,SEBOCLEAR,comp.x 10,Megalabs Argent,"50,0",mg,10,"minociclina_50,0_mg_10",202504,1418.69
31593,ginseng+vit.+minerales,MARATHON,cáps.x 20,Laboratorio Gra,"40,0",mg,20,"ginseng+vit.+minerales_40,0_mg_20",202504,984.06
31629,carvedilol,BIDECAR,6.25 mg comp.ran.x 28,Baliarda,"6,3",mg,28,"carvedilol_6,3_mg_28",202504,3239.94
31630,carvedilol,BIDECAR,12.5 mg comp.ran.x 28,Baliarda,"12,5",mg,28,"carvedilol_12,5_mg_28",202504,4049.91
31631,carvedilol,BIDECAR,25 mg comp.ran.x 28,Baliarda,"25,0",mg,28,"carvedilol_25,0_mg_28",202504,4954.82
31633,espironolactona,LANX,25 mg comp.x 30,Elea,"25,0",mg,30,"espironolactona_25,0_mg_30",202504,6116.76
31634,espironolactona,LANX,100 mg comp.x 30,Elea,"100,0",mg,30,"espironolactona_100,0_mg_30",202504,9481.45
31642,sulfametoxazol+trimetoprima,TRITENK FORTE,comp.x 10,Biotenk,"960,0",mg,10,"sulfametoxazol+trimetoprima_960,0_mg_10",202504,3951.8
31650,levotiroxina,EUTHYROX,175 mcg comp.birran.x 50,Elea,"175,0",mcg,50,"levotiroxina_175,0_mcg_50",202504,3164.29
31651,levotiroxina,EUTHYROX,200 mcg comp.birran.x 50,Elea,"200,0",mcg,50,"levotiroxina_200,0_mcg_50",202504,3289.49
31676,"amoxicilina+clavulánico,ác.",OPTAMOX DUO,1 g comp.x 14,Roemmers,"1000,0",mg,14,"amoxicilina+clavulánico,ác._1000,0_mg_14",202504,9245.92
31677,doxiciclina,ASOLMICINA.DOX,100 mg comp.rec.x 15,Megalabs Argent,"100,0",mg,15,"doxiciclina_100,0_mg_15",202504,4455.37
31678,doxiciclina,ASOLMICINA.DOX,100 mg comp.rec.x 30,Megalabs Argent,"100,0",mg,30,"doxiciclina_100,0_mg_30",202504,7128.42
31683,diclofenac sódico+tobramicina,TOBRATLAS,gts.oft.x 5 ml,Lab Internacion,,No Clasificada,1,diclofenac sódico+tobramicina_No Clasificada_1,202504,5195.86
31692,metformina,DBI METFORMINA,500 mg comp.x 60,Montpellier,"500,0",mg,60,"metformina_500,0_mg_60",202504,0.0
31693,ergotamina+cafeína+asoc.,MIGRAL,500 mg comp.x 100,Montpellier,"601,0",mg,100,"ergotamina+cafeína+asoc._601,0_mg_100",202504,18993.64
31701,claritromicina,AEROXINA U.D.,500 mg comp.rec.x 8,Elea,"500,0",mg,8,"claritromicina_500,0_mg_8",202504,6014.19
31702,fenilefrina+tropicamida,TROPIOFTAL F,sol.oft.x 5 ml,Denver Farma,"275,0",mg,1,"fenilefrina+tropicamida_275,0_mg_1",202504,3794.73
31734,"clindamicina+benzoílo,peróxido",DUO CLINDACIN,gel x 20 g,Panalab,"1,2",g,1,"clindamicina+benzoílo,peróxido_1,2_g_1",202504,9985.28
31735,ibuprofeno,IBUFULL 600,600 mg comp.x 10,Lafedar,"600,0",mg,10,"ibuprofeno_600,0_mg_10",202504,4561.68
31737,clonazepam,CLONAX RAPID,0.25 mg comp.subl.x 30,Beta,"0,3",mg,30,"clonazepam_0,3_mg_30",202504,2886.58
31738,"condroitín,sulfato+glucosamina",MECANYL DUO,cáps.x 30,Beta,"875,0",mg,30,"condroitín,sulfato+glucosamina_875,0_mg_30",202504,7558.43
31739,"condroitín,sulfato+glucosamina",MECANYL DUO,cáps.x 60,Beta,"875,0",mg,60,"condroitín,sulfato+glucosamina_875,0_mg_60",202504,15538.02
31740,carvedilol,CARVEDIL 6.25,6.25 mg comp.x 28,Bag¿,"6,3",mg,28,"carvedilol_6,3_mg_28",202504,4308.0
31741,carvedilol,CARVEDIL 12.5,12.5 mg comp.x 28,Bag¿,"12,5",mg,28,"carvedilol_12,5_mg_28",202504,4847.48
31742,carvedilol,CARVEDIL 25,25 mg comp.x 28,Bag¿,"25,0",mg,28,"carvedilol_25,0_mg_28",202504,5595.23
31760,paracetamol,PARACETAMOL RAFFO 1 G,comp.ran.x 10,Raffo,"1000,0",mg,10,"paracetamol_1000,0_mg_10",202504,3363.09
31779,glibenclamida,BENCLAMID,5 mg comp.x 60,Craveri,,No Clasificada,60,glibenclamida_No Clasificada_60,202504,0.0
31787,sildenafil,BIFORT,50 mg comp.rec.x 20,Finadiet,"50,0",mg,20,"sildenafil_50,0_mg_20",202504,12805.52
31788,nistatina,NISTATINA DENVER FARMA,susp.oral x 60 ml,Denver Farma,"6000000,0",UI,1,"nistatina_6000000,0_UI_1",202504,3984.98
31789,nistatina,NISTATINA DENVER FARMA,cr.x 30 g,Denver Farma,"3000000,0",UI,1,"nistatina_3000000,0_UI_1",202504,221.96
31795,atorvastatín,LIPAREX,10 mg comp.rec.x 60,Finadiet,"10,0",mg,60,"atorvastatín_10,0_mg_60",202504,9082.98
31796,atorvastatín,LIPAREX,20 mg comp.rec.x 60,Finadiet,"20,0",mg,60,"atorvastatín_20,0_mg_60",202504,15413.17
31797,desloratadina,AERIUS,jbe.x 60 ml,MSD Argentina S,"30,0",mg,1,"desloratadina_30,0_mg_1",202504,282.48
31804,clobetasol,DERMEXANE,cr.x 30 g,Lersan,"15,0",mg,1,"clobetasol_15,0_mg_1",202504,2870.78
31805,clobetasol,DERMEXANE,ung.x 30 g,Lersan,"15,0",mg,1,"clobetasol_15,0_mg_1",202504,2821.06
31806,itraconazol,ITRAC 100,cáps.x 15,Cassarß,"100,0",mg,15,"itraconazol_100,0_mg_15",202504,8246.64
31807,ciclopirox,MICOPIROX LACA,laca x 5 ml,Lersan,"400,0",mg,1,"ciclopirox_400,0_mg_1",202504,6374.46
31811,risperidona,RESTELEA,1 mg comp.x 20,Elea,"1,0",mg,20,"risperidona_1,0_mg_20",202504,5432.24
31812,risperidona,RESTELEA,1 mg comp.x 60,Elea,"1,0",mg,60,"risperidona_1,0_mg_60",202504,12152.09
31813,risperidona,RESTELEA,2 mg comp.x 20,Elea,"2,0",mg,20,"risperidona_2,0_mg_20",202504,10568.46
31814,risperidona,RESTELEA,2 mg comp.x 60,Elea,"2,0",mg,60,"risperidona_2,0_mg_60",202504,32127.46
31815,risperidona,RESTELEA,3 mg comp.x 20,Elea,"3,0",mg,20,"risperidona_3,0_mg_20",202504,10494.5
31816,risperidona,RESTELEA,3 mg comp.x 60,Elea,"3,0",mg,60,"risperidona_3,0_mg_60",202504,44030.18
31818,clonazepam,INDUZEPAM,0.25 mg comp.x 30,Finadiet,"0,3",mg,30,"clonazepam_0,3_mg_30",202504,1546.3
31819,clonazepam,INDUZEPAM,0.50 mg comp.x 30,Finadiet,"0,5",mg,30,"clonazepam_0,5_mg_30",202504,2417.08
31820,clonazepam,INDUZEPAM,0.50 mg comp.x 50,Finadiet,"0,5",mg,50,"clonazepam_0,5_mg_50",202504,3665.99
31821,clonazepam,INDUZEPAM,2 mg comp.x 30,Finadiet,"2,0",mg,30,"clonazepam_2,0_mg_30",202504,1229.04
31822,clonazepam,INDUZEPAM,2 mg comp.x 50,Finadiet,"2,0",mg,50,"clonazepam_2,0_mg_50",202504,1813.31
31823,clonazepam,INDUZEPAM,0.25% sol.oral x 20 ml,Finadiet,"50,0",mg,1,"clonazepam_50,0_mg_1",202504,71.66
31827,azitromicina,TRITAB,susp.oral x 30 ml,Sidus,"1200,0",mg,1,"azitromicina_1200,0_mg_1",202504,5621.57
31829,mosapride,VAGANTYL,5 mg comp.rec.x 30,Sidus,"5,0",mg,30,"mosapride_5,0_mg_30",202504,4658.96
31830,mosapride,VAGANTYL,5 mg comp.rec.x 60,Sidus,"5,0",mg,60,"mosapride_5,0_mg_60",202504,8380.29
31832,insulina aspártica bifásica,INSULINA NOVOMIX 30 FLEXPEN,100 UI lapiceras x5 x3ml,Novo Nordisk,"300,0",UI,5,"insulina aspártica bifásica_300,0_UI_5",202504,0.0
31833,insulina aspártica,INSULINA NOVORAPID FLEXPEN,100 UI lapic.x 5 x 3 ml,Novo Nordisk,"300,0",UI,5,"insulina aspártica_300,0_UI_5",202504,0.0
31834,nicergolina,SERMION AP,comp.rec.x 60,Pfizer,"15,0",mg,60,"nicergolina_15,0_mg_60",202504,835.99
31835,ruscogenina+hesperidina+asoc.,VENART,cáps.x 30,Casasco,"400,0",mg,30,"ruscogenina+hesperidina+asoc._400,0_mg_30",202504,10783.24
31836,ruscogenina+hesperidina+asoc.,VENART,cáps.x 60,Casasco,"400,0",mg,60,"ruscogenina+hesperidina+asoc._400,0_mg_60",202504,19308.42
31839,carbomer 974 p,LATLAS,gel oft.x 10 g,Lab Internacion,"25,0",mg,1,"carbomer 974 p_25,0_mg_1",202504,7737.37
31843,fluconazol,MICOLIS NOVO,150 mg cáps.x 4,Roemmers,"150,0",mg,4,"fluconazol_150,0_mg_4",202504,11946.06
31844,eritromicina,ERITROFARM,ung.oft.unidosis x 20,Poen,"2,5",mg,20,"eritromicina_2,5_mg_20",202504,6771.67
31846,"vit.b,complejo+asoc.",BAGO B6 B12 FOLICO,comp.x 30,Bag¿,,No Clasificada,30,"vit.b,complejo+asoc._No Clasificada_30",202504,11457.43
31882,paroxetina,NEUROTROX,20 mg comp.x 30,Elea,"20,0",mg,30,"paroxetina_20,0_mg_30",202504,16222.72
31894,alendronato,ALENATO,70 mg comp.x 4,Siegfried,"70,0",mg,4,"alendronato_70,0_mg_4",202504,4027.18
31896,amlodipina+benazepril,ARTERIOSAN PLUS,2.5/10 mg cáps.x 30,Laboratorios Be,"12,5",mg,30,"amlodipina+benazepril_12,5_mg_30",202504,5837.99
31897,amlodipina+benazepril,ARTERIOSAN PLUS,5/10 mg cáps.x 30,Laboratorios Be,"15,0",mg,30,"amlodipina+benazepril_15,0_mg_30",202504,9122.37
31906,etoricoxib,ARCOXIA,90 mg comp.rec.x 14,Organon Arg.,"90,0",mg,14,"etoricoxib_90,0_mg_14",202504,13426.86
31912,risperidona,RESTELEA,0.50 mg comp.x 20,Elea,"0,5",mg,20,"risperidona_0,5_mg_20",202504,3165.86
31924,valsartán,DIOVAN,80 mg comp.rec.x 28,Siegfried,"80,0",mg,28,"valsartán_80,0_mg_28",202504,10234.2
31925,valsartán,DIOVAN,160 mg comp.rec.x 14,Siegfried,"160,0",mg,14,"valsartán_160,0_mg_14",202504,6715.87
31926,valsartán,DIOVAN,160 mg comp.rec.x 28,Siegfried,"160,0",mg,28,"valsartán_160,0_mg_28",202504,13089.81
31950,escitalopram,MERIDIAN 20,20 mg comp.rec.x 15,Roemmers,"20,0",mg,15,"escitalopram_20,0_mg_15",202504,12551.47
31951,escitalopram,MERIDIAN 20,20 mg comp.rec.x 30,Roemmers,"20,0",mg,30,"escitalopram_20,0_mg_30",202504,24372.11
31952,escitalopram,MERIDIAN,10 mg comp.rec.x 15,Roemmers,"10,0",mg,15,"escitalopram_10,0_mg_15",202504,7065.65
31953,escitalopram,MERIDIAN,10 mg comp.rec.x 30,Roemmers,"10,0",mg,30,"escitalopram_10,0_mg_30",202504,13719.67
31954,enalapril+hidroclorotiazida,LOTRIAL D-20,comp.x 30,Roemmers,"32,5",mg,30,"enalapril+hidroclorotiazida_32,5_mg_30",202504,2297.42
31960,"fólico,ác.",TANVIMIL FOLICO,10 mg comp.x 30,Megalabs Argent,"10,0",mg,30,"fólico,ác._10,0_mg_30",202504,4576.28
31961,"fólico,ác.",TANVIMIL FOLICO,10 mg comp.x 60,Megalabs Argent,"10,0",mg,60,"fólico,ác._10,0_mg_60",202504,8320.53
31968,claritromicina,CORIXA,500 mg comp.x 16,Biotenk,"500,0",mg,16,"claritromicina_500,0_mg_16",202504,8838.61
31972,"trospio,cloruro",SPASMEX 30,30 mg comp.rec.x 30,Biol,"30,0",mg,30,"trospio,cloruro_30,0_mg_30",202504,18964.75
31979,telmisartán+hidroclorotiazida,MICARDIS PLUS,40/12.5 mg comp.x 28,Boehringer Inge,"52,5",mg,28,"telmisartán+hidroclorotiazida_52,5_mg_28",202504,25819.11
31980,telmisartán+hidroclorotiazida,MICARDIS PLUS,80/12.5 mg comp.x 28,Boehringer Inge,"92,5",mg,28,"telmisartán+hidroclorotiazida_92,5_mg_28",202504,36253.44
31982,diclofenac sódico,DIOXAFLEX 50,50 mg cáps.blandas x 15,Bag¿,"50,0",mg,15,"diclofenac sódico_50,0_mg_15",202504,3892.26
31984,diclofenac+pridinol,DIOXAFLEX CB PLUS,cáps.blandas x 15,Bag¿,"54,0",mg,15,"diclofenac+pridinol_54,0_mg_15",202504,10785.65
31985,azelastina,ALLERGODIL,colirio x 6 ml,PharmaDorf,,No Clasificada,1,azelastina_No Clasificada_1,202504,285.73
31986,tobramicina,TOBRAMICINA DORF,sol.oft.x 5 ml,PharmaDorf,"15,0",mg,1,"tobramicina_15,0_mg_1",202504,73.3
31989,tobramicina+dexametasona,GOTABIOTIC F,ung.oft.x 3.5 g,Poen,"14,0",mg,1,"tobramicina+dexametasona_14,0_mg_1",202504,5217.03
32028,clotrimazol,MYCANDEN,spray x 60 ml,Ronnet,"600,0",mg,1,"clotrimazol_600,0_mg_1",202504,5755.5
32035,enalapril,PRILTENK,10 mg comp.x 50,Biotenk,"10,0",mg,50,"enalapril_10,0_mg_50",202504,577.6
32037,amoxicilina+ambroxol,AMOXIDAL RESPIRATORIO,comp.rec.x 16,Roemmers,"530,0",mg,16,"amoxicilina+ambroxol_530,0_mg_16",202504,5357.2
32054,bisoprolol+hidroclorotiazida,CORBIS D,5/12.5 mg comp.x 30,Roemmers,"17,5",mg,30,"bisoprolol+hidroclorotiazida_17,5_mg_30",202504,7666.82
32068,cefalexina,CEFALEXINA ARGENTIA,500 mg comp.x 8,Siegfried,"500,0",mg,8,"cefalexina_500,0_mg_8",202504,2129.61
32070,amlodipina,CALPRES,5 mg comp.x 30,Temis-Lostal¿,"5,0",mg,30,"amlodipina_5,0_mg_30",202504,5276.75
32071,amlodipina,CALPRES,5 mg comp.x 60,Temis-Lostal¿,"5,0",mg,60,"amlodipina_5,0_mg_60",202504,10491.63
32072,amlodipina,CALPRES,10 mg comp.x 30,Temis-Lostal¿,"10,0",mg,30,"amlodipina_10,0_mg_30",202504,7583.59
32073,amlodipina,CALPRES,10 mg comp.x 60,Temis-Lostal¿,"10,0",mg,60,"amlodipina_10,0_mg_60",202504,16172.2
32111,diclofenac sódico,DICLOFENAC DENVER FARMA,75 mg comp.x 15,Denver Farma,"75,0",mg,15,"diclofenac sódico_75,0_mg_15",202504,346.88
32112,diclofenac sódico,DICLOFENAC DENVER FARMA,75 mg comp.x 30,Denver Farma,"75,0",mg,30,"diclofenac sódico_75,0_mg_30",202504,545.99
32116,aciclovir,POVIRAL,800 mg comp.x 20,Roemmers,"800,0",mg,20,"aciclovir_800,0_mg_20",202504,7870.65
32117,aciclovir,POVIRAL,800 mg comp.x 40,Roemmers,"800,0",mg,40,"aciclovir_800,0_mg_40",202504,14889.08
32121,atenolol,ATENOLOL MICROSULES,50 mg comp.x 28,Microsules Arg.,"50,0",mg,28,"atenolol_50,0_mg_28",202504,1031.45
32122,atenolol,ATENOLOL MICROSULES,50 mg comp.x 56,Microsules Arg.,"50,0",mg,56,"atenolol_50,0_mg_56",202504,2144.68
32127,allopurinol+colchicina,ARTREX RETARD,cáps.x 20,Ariston,"300,5",mg,20,"allopurinol+colchicina_300,5_mg_20",202504,4896.47
